ID,X,Y,ROTATION,PATTERN,SOURCEDESIGNATOR,SOURCEDESCRIPTION,SOURCEFOOTPRINTLIBRARY,SOURCELIBREFERENCE,rf_name_candidate,status
0,4813.2902mil,3389.9784mil, 2.70000000000000E+0002,0402L,R210,"RES, 10.0 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0025958-3,False,inventory_only
1,4691.2487mil,2979.4682mil, 1.80000000000000E+0002,0805_155,C202,"CAP, CERM, 22 �F, 6.3 V,+/- 20%, X7T, AEC-Q200 Grade 1, 0805",Vault,CMP-0860846-1,False,inventory_only
2,4691.2488mil,2889.4676mil, 1.80000000000000E+0002,0805_155,C201,"CAP, CERM, 22 �F, 6.3 V,+/- 20%, X7T, AEC-Q200 Grade 1, 0805",Vault,CMP-0860846-1,False,inventory_only
3,4847.9415mil,2778.5696mil, 1.80000000000000E+0002,FP-HCJ0603ZT0R00_0603-MFG,R200,RES 0 OHM JUMPER 1/4W 0603,Vault,CMP-0091690-1,False,inventory_only
4,4846.7155mil,2903.4334mil, 1.80000000000000E+0002,XAL4030,L10,"Inductor, Shielded, Composite, 4.7 uH, 4.5 A, 0.0401 ohm, SMD",Vault,CMP-0060990-1,False,inventory_only
5,4812.4156mil,3123.9907mil, 0.00000000000000E+0000,0402L,C200,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
6,4801.7318mil,3125.1899mil, 0.00000000000000E+0000,0402L,C199,"CAP, CERM, 0.22 �F, 16 V,+/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0078265-1,False,inventory_only
7,4814.2342mil,3044.1858mil, 0.00000000000000E+0000,0805_155,C143,"CAP, CERM, 22 �F, 6.3 V,+/- 20%, X7T, AEC-Q200 Grade 1, 0805",Vault,CMP-0860846-1,False,inventory_only
8,5090.4332mil,5345.4159mil, 1.80000000000000E+0002,FP-BLM18AG102SH1D_0603-MFG,FB1,"Chip Ferrite Bead, 0603, 1000O @ 100MHz, 0.5O, 25%, 450mA",Vault,CMP-0092964-1,False,inventory_only
9,5012.9718mil,3354.2126mil, 0.00000000000000E+0000,0402L,R199,"RES, 0, 0%, 0.2 W, AEC-Q200 Grade 0, 0402",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\121e5280702ab013ed7fb95bdbff526f\Released\0402L.PcbLib,CMP-0081856-1,False,inventory_only
10,5012.9718mil,3354.2126mil, 0.00000000000000E+0000,0402L,R116,"RES, 0, 0%, 0.2 W, AEC-Q200 Grade 0, 0402",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\121e5280702ab013ed7fb95bdbff526f\Released\0402L.PcbLib,CMP-0081856-1,False,inventory_only
11,4823.5966mil,3528.5759mil, 9.00000000000000E+0001,Net-Tie_50milWide_30milLong,NT2,Single point connection between nets.,Vault,CMP-0078142-3,False,inventory_only
12,5706.7292mil,4475.8676mil, 2.70000000000000E+0002,FP-NFM18HC105C1C3D_0603-MFG,C181,3 Terminals Low ESL Chip Multilayer Ceramic Capacitors for Automotive,Vault,CMP-0088247-2,False,inventory_only
13,4423.3352mil,3745.719mil, 1.80000000000000E+0002,FP-HCJ0603ZT0R00_0603-MFG,R73,RES 0 OHM JUMPER 1/4W 0603,Vault,CMP-0091690-1,False,inventory_only
14,4753.9392mil,3480.6904mil, 1.80000000000000E+0002,Net-Tie_50milWide_30milLong,NT4,Single point connection between nets.,Vault,CMP-0078142-3,False,inventory_only
15,4822.8446mil,3432.1877mil, 2.70000000000000E+0002,Net-Tie_50milWide_30milLong,NT3,Single point connection between nets.,Vault,CMP-0078142-3,False,inventory_only
16,4543.6854mil,5362.3346mil, 2.70000000000000E+0002,FP-BLM18KG601SH1_0603 (1608 Metric)-MFG,FB2,600 Ohms @ 100MHz 1 Power Line Ferrite Bead 0603 (1608 Metric) 1.3A 150mOhm,Vault,CMP-0089848-1,False,inventory_only
17,5125.5536mil,3653.7492mil, 1.80000000000000E+0002,0805L,C198,"CAP, CERM, 10 �F, 10 V,+/- 5%, X7R, AEC-Q200 Grade 1, 0805",Vault,CMP-0081061-1,False,inventory_only
18,5160.9287mil,3821.2564mil, 9.00000000000000E+0001,0805L,C194,"CAP, CERM, 10 �F, 10 V,+/- 5%, X7R, AEC-Q200 Grade 1, 0805",Vault,CMP-0081061-1,False,inventory_only
19,3765.6447mil,3490.731mil, 9.00000000000000E+0001,0201L,R72,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
20,4823.7946mil,3481.9367mil, 1.80000000000000E+0002,RXV0028A-MFG,U8,Three Buck Converters and 5-V Boost for AWR and IWR Radar Sensors,Vault,CMP-0091078-3,False,inventory_only
21,4066.108mil,2680.8946mil, 0.00000000000000E+0000,0201L,R366,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
22,4066.108mil,2708.8946mil, 0.00000000000000E+0000,0201L,R365,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
23,4066.108mil,2739.9496mil, 0.00000000000000E+0000,0201L,R364,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
24,4066.108mil,2767.9496mil, 0.00000000000000E+0000,0201L,R363,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
25,4156.1885mil,2801.528mil, 0.00000000000000E+0000,0201L,R361,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
26,4156.1885mil,2829.528mil, 0.00000000000000E+0000,0201L,R351,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
27,4146.1885mil,2799.0853mil, 0.00000000000000E+0000,0201L,R349,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
28,4146.1885mil,2827.0853mil, 0.00000000000000E+0000,0201L,R345,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
29,4156.1885mil,2917.1955mil, 0.00000000000000E+0000,0201L,R341,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
30,4156.108mil,2945.115mil, 0.00000000000000E+0000,0201L,R327,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
31,4156.1885mil,2917.1955mil, 0.00000000000000E+0000,0201L,R323,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
32,4156.108mil,2945.115mil, 0.00000000000000E+0000,0201L,R322,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
33,4735.7034mil,5561.1713mil, 2.70000000000000E+0002,DPY0002A,D19,"Automotive 1-Channel Ultra-Low-Capacitance IEC ESD Protection Diode, DPY0002A (X1SON-2)",Vault,CMP-0073591-4,False,inventory_only
34,4735.7034mil,5623.7312mil, 9.00000000000000E+0001,DPY0002A,D18,"Automotive 1-Channel Ultra-Low-Capacitance IEC ESD Protection Diode, DPY0002A (X1SON-2)",Vault,CMP-0073591-4,False,inventory_only
35,3991.0818mil,5235.4125mil, 0.00000000000000E+0000,DRV0006A,U33,"Automotive 150-mA high-voltage ultra-low-IQ low-dropout (LDO) linear regulator, DRV0006A (WSON-6)",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\39831c78d2851abcc0217834fca2b663\Released\DRV0006A.PcbLib,CMP-0860463-1,False,inventory_only
36,4500.5543mil,5245.161mil, 1.80000000000000E+0002,0402L,R350,"RES, 10.0 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\121e5280702ab013ed7fb95bdbff526f\Released\0402L.PcbLib,CMP-0025958-3,False,inventory_only
37,3889.3284mil,5235.4126mil, 0.00000000000000E+0000,0402L,R314,"RES, 10.0 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\121e5280702ab013ed7fb95bdbff526f\Released\0402L.PcbLib,CMP-0025958-3,False,inventory_only
38,3967.6495mil,5343.1318mil, 0.00000000000000E+0000,1206L,C197,"CAP, CERM, 10 �F, 50 V,+/- 10%, X7R, AEC-Q200 Grade 1, 1206",Vault,CMP-0860898-1,False,inventory_only
39,4100.7673mil,5314.1062mil, 9.00000000000000E+0001,0805L,C196,"CAP, CERM, 10 uF, 10 V, +/- 10%, X7R, 0805",Vault,CMP-0008017-2,False,inventory_only
40,4827.3323mil,5164.7389mil, 2.70000000000000E+0002,0402L,C182,"CAP, CERM, 0.01 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\121e5280702ab013ed7fb95bdbff526f\Released\0402L.PcbLib,CMP-0006324-2,False,inventory_only
41,4804.6902mil,5221.4032mil, 1.80000000000000E+0002,0402L,C178,"CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\121e5280702ab013ed7fb95bdbff526f\Released\0402L.PcbLib,CMP-0006350-2,False,inventory_only
42,4805.6978mil,5260.4862mil, 1.80000000000000E+0002,0603L,C171,"CAP, CERM, 1 uF, 16 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",C:\ProgramData\Altium\Altium Designer {08798257-203E-4C7A-A0B3-39526DB1B3E3}\VaultsFileCache\cc3373e218f0d717c779caa675d93fcc\Released\0603L.PcbLib,CMP-0007136-5,False,inventory_only
43,3971.8452mil,5637.6256mil, 0.00000000000000E+0000,0805L,R281,"RES, 1.00 k, 1%, 0.25 W, 0805",Vault,CMP-0021848-2,False,inventory_only
44,3971.8452mil,5547.2765mil, 0.00000000000000E+0000,0805L,R275,"RES, 1.00 k, 1%, 0.25 W, 0805",Vault,CMP-0021848-2,False,inventory_only
45,5036.7263mil,3523.2396mil, 1.80000000000000E+0002,0402L,R292,"RES, 2.2 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026890-5,False,inventory_only
46,4348.243mil,3235.6944mil, 2.70000000000000E+0002,0402L,R291,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
47,5284.1942mil,3681.1504mil, 0.00000000000000E+0000,0402L,R67,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
48,4894.07mil,3483.9068mil, 1.80000000000000E+0002,Net-Tie_50milWide_30milLong,NT1,Single point connection between nets.,Vault,CMP-0078142-4,False,inventory_only
49,4768.4456mil,3764.0572mil, 2.70000000000000E+0002,FP-GCJ188C70J475KE02J_0603-MFG,C153,Cap Ceramic Multilayer 4.7uF 6.3V DC 10% SMD Paper T/R,Vault,CMP-0091520-1,False,inventory_only
50,5498.1568mil,3994.3616mil, 9.00000000000000E+0001,0402L,R23,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
51,4237.6178mil,5178.9712mil, 9.00000000000000E+0001,XTAL_ABM3,Y5,"Crystal, 25 MHz, 18 pF, SMD",Vault,CMP-0004614-3,False,inventory_only
52,4463.5945mil,2595.7745mil, 2.70000000000000E+0002,DCK0005A_N,U32,"Automotive Catalog Single Inverter, DCK0005A, LARGE T&R",Vault,CMP-0051661-3,False,inventory_only
53,4511.9413mil,3500.2147mil, 2.70000000000000E+0002,TP_25MIL-SMT,TP8,TEST POINT.  No entry in BOM.,Altium Vault - TI,CMP-0078143-3,False,inventory_only
54,4404.2289mil,5343.4767mil, 9.00000000000000E+0001,TP_25MIL-SMT,TP3,TEST POINT.  No entry in BOM.,Vault,CMP-0078143-3,False,inventory_only
55,3826.8974mil,5637.6256mil, 0.00000000000000E+0000,0805_HV,R282,"RES, 100 k, 5%, 0.125 W, AEC-Q200 Grade 0, 0805",Vault,CMP-0020444-3,False,inventory_only
56,4791.3946mil,5544.205mil, 1.80000000000000E+0002,0402L,R274,"RES, 26.7, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026210-2,False,inventory_only
57,4829.596mil,5576.3126mil, 1.80000000000000E+0002,0402L,R270,"RES, 0, 0%, 0.2 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0081856-1,False,inventory_only
58,4829.596mil,5608.5906mil, 1.80000000000000E+0002,0402L,R265,"RES, 0, 0%, 0.2 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0081856-1,False,inventory_only
59,4791.3945mil,5640.6982mil, 0.00000000000000E+0000,0402L,R260,"RES, 26.7, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026210-2,False,inventory_only
60,4967.6895mil,5223.181mil, 0.00000000000000E+0000,0402L,R258,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
61,4967.6895mil,5174.1595mil, 0.00000000000000E+0000,0402L,R257,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
62,4967.6895mil,5126.1333mil, 0.00000000000000E+0000,0402L,R256,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
63,4967.6895mil,5078.2454mil, 0.00000000000000E+0000,0402L,R255,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
64,4812.4156mil,5382.2377mil, 9.00000000000000E+0001,0402L,R254,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
65,4744.6907mil,5383.1566mil, 9.00000000000000E+0001,0402L,R253,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
66,4738.9606mil,5382.2377mil, 9.00000000000000E+0001,0402L,R252,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
67,4503.755mil,5315.9082mil, 0.00000000000000E+0000,0402L,R251,"RES, 2.49 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026237-2,False,inventory_only
68,3889.3285mil,5269.4478mil, 1.80000000000000E+0002,0402L,R250,"RES, 10.0 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0025958-3,False,inventory_only
69,4500.4282mil,5072.6051mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R249,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
70,4346.3333mil,5171.3203mil, 2.70000000000000E+0002,0603L,R248,"RES, 1.00 M, 1%, 0.1 W, AEC-Q200 Grade 0, 0603",Vault,CMP-0022138-4,False,inventory_only
71,4635.1338mil,5006.718mil, 9.00000000000000E+0001,FP-ERJ-1GNF33R2C_0201-MFG,R247,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
72,4500.5542mil,5131.1829mil, 0.00000000000000E+0000,0402L,R246,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
73,4888.6942mil,4861.4828mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R245,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
74,4500.5543mil,5162.6614mil, 1.80000000000000E+0002,0402L,R242,"RES, 100, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026993-2,False,inventory_only
75,4345.4723mil,5278.3807mil, 2.70000000000000E+0002,0402L,R241,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
76,4795.3013mil,4783.2786mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R240,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
77,4795.0368mil,4741.0763mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R239,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
78,4793.5948mil,4698.3135mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R238,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
79,4794.3192mil,4655.0016mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R237,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
80,4794.0125mil,4612.2105mil, 0.00000000000000E+0000,FP-ERJ-1GNF33R2C_0201-MFG,R234,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
81,5244.1838mil,4597.7474mil, 9.00000000000000E+0001,FP-ERJ-1GNF33R2C_0201-MFG,R230,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
82,5251.4616mil,4505.4433mil, 1.80000000000000E+0002,FP-ERJ-1GNF33R2C_0201-MFG,R178,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
83,4602.1803mil,5164.3936mil, 1.80000000000000E+0002,0402L,R93,"RES, 470, 1%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026699-1,False,inventory_only
84,5244.1838mil,4597.7474mil, 9.00000000000000E+0001,FP-ERJ-1GNF33R2C_0201-MFG,R74,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
85,4500.5542mil,5111.1829mil, 0.00000000000000E+0000,0402L,R46,"RES, 10.0 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0025958-3,False,inventory_only
86,4211.4348mil,5560.1334mil, 2.70000000000000E+0002,DPY0002A,D17,"Automotive 1-Channel Ultra-Low-Capacitance IEC ESD Protection Diode, DPY0002A (X1SON-2)",Vault,CMP-0073591-4,False,inventory_only
87,4211.4348mil,5624.7684mil, 9.00000000000000E+0001,DPY0002A,D15,"Automotive 1-Channel Ultra-Low-Capacitance IEC ESD Protection Diode, DPY0002A (X1SON-2)",Vault,CMP-0073591-4,False,inventory_only
88,4639.5818mil,5114.1378mil, 0.00000000000000E+0000,LED_SMLP12_ORANGE,D14,"LED, Orange, SMD",Vault,CMP-0002841-1,False,inventory_only
89,4987.6902mil,4996.4682mil, 2.70000000000000E+0002,LED_SMLP12_YELLOW,D10,"LED, Yellow, SMD",Vault,CMP-0002839-2,False,inventory_only
90,4867.7975mil,5640.6982mil, 0.00000000000000E+0000,0402L,C156,"CAP, CERM, 22 pF, 50 V, +/- 1%, C0G/NP0, 0402",Vault,CMP-0006438-2,False,inventory_only
91,4407.9579mil,5130.9737mil, 2.70000000000000E+0002,0402L,C95,"CAP, CERM, 27 pF, 50 V,+/- 5%, C0G/NP0, AEC-Q200 Grade 1, 0402",Vault,CMP-0860920-1,False,inventory_only
92,4771.2388mil,3774.7428mil, 9.00000000000000E+0001,0805L,C15,"CAP, CERM, 10 uF, 10 V, +/- 10%, X7R, 0805",Vault,CMP-0008017-2,False,inventory_only
93,4919.5872mil,3256.0316mil, 2.70000000000000E+0002,TFM201610ALMA,L1,"Inductor, Shielded, Metal Composite, 1.5 �H, 2.3 A, 0.11 ohm, AEC-Q200 Grade 0, SMD",Vault,CMP-0081093-1,False,inventory_only
94,5309.5608mil,3735.0475mil, 2.70000000000000E+0002,FP-1909763-1_SMT_JACK _CONN-MFG,J5,"U.FL (UMCC) Connector Jack, Male Pin 50Ohm Surface Mount Solder",Vault,CMP-0091846-1,False,inventory_only
95,3544.7393mil,5592.4512mil, 9.00000000000000E+0001,TE_9-2304372-9,J4,"1 Port Header Assembly, TH",Vault,CMP-0078655-1,False,inventory_only
96,4458.4792mil,3607.5939mil, 1.80000000000000E+0002,FP-1909763-1_SMT_JACK _CONN-MFG,J1,"U.FL (UMCC) Connector Jack, Male Pin 50Ohm Surface Mount Solder",Vault,CMP-0091846-1,False,inventory_only
97,5026.0578mil,2960.6424mil, 0.00000000000000E+0000,WEEE_Minimum,Logo4,WEEE logo,Vault,CMP-0074769-1,False,inventory_only
98,4591.0182mil,5662.3444mil, 0.00000000000000E+0000,TI_Stacked_Overlay_Small,Logo1,Texas Instrument Corporate Signature,Vault,CMP-0074838-1,False,inventory_only
99,6465.8424mil,2921.444mil, 9.00000000000000E+0001,Label_650x200,LBL1,"Thermal Transfer Printable Labels, 0.650"" W x 0.200"" H - 10,000 per roll",Vault,CMP-0003625-1,False,inventory_only
100,4513.5975mil,3164.1215mil, 0.00000000000000E+0000,ESD_Overlay_Small,ESD Susceptible1,ESD Susceptible Symbol,Vault,CMP-0074840-1,False,inventory_only
101,4814.204mil,3610.3398mil, 0.00000000000000E+0000,IEC_HotSurface_Small,CAUTION HOT SURFACE1,IEC 61010-1 Hot Surface Warning,Vault,CMP-0074837-1,False,inventory_only
102,3931.1148mil,3683.8024mil, 9.00000000000000E+0001,CE_Mark_5mm,LOGO2,CE Mark,Vault,CMP-0074844-1,False,inventory_only
103,4877.1309mil,5423.4023mil, 0.00000000000000E+0000,TP_25MIL-SMT,TP2,TEST POINT.  No entry in BOM.,Vault,CMP-0078143-3,False,inventory_only
104,5533.198mil,3325.872mil, 9.00000000000000E+0001,0402L,R36,"RES, 10.2, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0025964-3,False,inventory_only
105,5591.4956mil,3378.692mil, 0.00000000000000E+0000,SOD-882,D2,"Diode, Schottky,  V, 0.01 A, SOD-882",Vault,CMP-0078187-3,False,inventory_only
106,5354.3655mil,3485.7209mil, 1.80000000000000E+0002,0201L,R318,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
107,4450.2946mil,6125.047mil, 0.00000000000000E+0000,TSSOP-8,U19,"1K Microwire Compatible Serial EEPROM, TSSOP-8",Vault,CMP-0081524-1,False,inventory_only
108,5221.7063mil,4343.7749mil, 0.00000000000000E+0000,0402L,R31,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
109,5125.8169mil,4723.7385mil, 1.80000000000000E+0002,FP-NFM18HC105C1C3D_0603-MFG,C179,3 Terminals Low ESL Chip Multilayer Ceramic Capacitors for Automotive,Vault,CMP-0088247-2,False,inventory_only
110,5484.5377mil,4588.0495mil, 9.00000000000000E+0001,0402L,C5,"CAP, CERM, 0.22 �F, 16 V,+/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0078265-1,False,inventory_only
111,5627.5128mil,4063.0145mil, 9.00000000000000E+0001,0201L,R236,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
112,5417.6081mil,4062.6548mil, 9.00000000000000E+0001,0201L,R235,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
113,5387.8643mil,4064.6233mil, 2.70000000000000E+0002,0402L,R233,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
114,5594.781mil,4063.0145mil, 9.00000000000000E+0001,0201L,R232,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
115,5485.6001mil,4062.6548mil, 9.00000000000000E+0001,0201L,R231,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
116,5449.1041mil,4062.6548mil, 2.70000000000000E+0002,0201L,R229,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
117,5527.0961mil,4062.6548mil, 9.00000000000000E+0001,0201L,R228,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
118,5289.9211mil,4062.6548mil, 9.00000000000000E+0001,0201L,R227,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
119,3810.65mil,3479.606mil, 0.00000000000000E+0000,0201L,R226,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
120,5244.9102mil,4644.0127mil, 2.70000000000000E+0002,FP-ERJ-1GNF33R2C_0201-MFG,R225,Res Thick Film 0201 33.2 Ohm 1% 0.05W(1/20W) �200ppm/C Pad SMD Automotive T/R,Vault,CMP-0089575-2,False,inventory_only
121,5258.4251mil,4062.6548mil, 2.70000000000000E+0002,0201L,R224,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
122,5394.4091mil,4062.6548mil, 9.00000000000000E+0001,0201L,R221,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
123,5352.9131mil,4062.6548mil, 2.70000000000000E+0002,0201L,R220,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
124,5425.9051mil,4062.6548mil, 2.70000000000000E+0002,0201L,R219,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
125,5321.4171mil,4062.6548mil, 2.70000000000000E+0002,0201L,R218,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
126,5495.6001mil,4062.6548mil, 9.00000000000000E+0001,0201L,R217,"RES, 10, 5%, 0.05 W, 0201",Vault,CMP-0027021-3,False,inventory_only
127,5331.4171mil,4062.6548mil, 2.70000000000000E+0002,0201L,R216,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
128,5459.2625mil,4063.0145mil, 2.70000000000000E+0002,0402L,R214,"RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0402",Vault,CMP-0026992-3,False,inventory_only
129,5362.9131mil,4062.6548mil, 2.70000000000000E+0002,0201L,R165,"RES, 0, 5%, 0.05 W, 0201",Vault,CMP-0027008-4,False,inventory_only
130,3524.7898mil,7395.8443mil, 0.00000000000000E+0000,AssemblyNoteLabel,ZZ1,This Assembly Note is for PCB labels only,Vault,CMP-0003616-3,False,inventory_only
131,3524.7898mil,7286.9584mil, 0.00000000000000E+0000,AssemblyNote,ZZ2,"These assemblies are ESD sensitive, ESD precautions shall be observed.",Vault,CMP-0077236-1,False,inventory_only
132,3524.7898mil,7198.4015mil, 0.00000000000000E+0000,AssemblyNote,ZZ3,These assemblies must be clean and free from flux and all contaminants. Use of no clean flux is not acceptable.,Vault,CMP-0077237-1,False,inventory_only
